track_name,artist,genre,playlist_category,danceability,energy,valence,tempo,duration_ms,popularity
Dance Love,Artist_118,Classical,Sleep,0.23,0.286,0.747,184.5,95516,60
Beat Love Night,Artist_483,Pop,Chill,0.2,0.157,0.17,173.56,229344,53
Dance Dream,Artist_49,Country,Workout,0.038,0.449,0.246,82.41,73586,40
Dance Dream,Artist_32,Jazz,Romantic,0.643,0.356,0.431,175.71,71222,52
Beat Light,Artist_366,Pop,Workout,0.263,0.682,0.331,196.17,156127,11
Fire Sky,Artist_487,Indie,Party,0.052,0.966,0.585,149.21,86287,96
Sky Dance Love,Artist_354,Pop,Workout,0.231,0.363,0.338,99.45,318096,50
Heart Love,Artist_51,Pop,Workout,0.802,0.062,0.393,144.92,189908,50
Dance Heart Wave,Artist_199,Bollywood,Chill,0.851,0.898,0.863,107.95,284221,96
Light Fire Wave,Artist_211,Jazz,Focus,0.483,0.038,0.885,154.63,210857,95
Heart Dance Love,Artist_121,Jazz,Sleep,0.416,0.953,0.828,136.27,162405,48
Dance Fire Night,Artist_394,Bollywood,Sleep,0.978,0.665,0.865,190.13,116907,84
Fire Night,Artist_193,Pop,Focus,0.201,0.942,0.57,146.51,290603,54
Heart Wave Love,Artist_221,Hip-Hop,Party,0.215,0.2,0.646,89.96,271837,6
Dance Love Heart,Artist_92,Indie,Romantic,0.292,0.041,0.557,161.52,317571,50
Night Light,Artist_385,Jazz,Party,0.173,0.488,0.786,102.12,306690,82
Wave Fire Sky,Artist_498,Rock,Sleep,0.379,0.451,0.551,98.13,201592,85
Sky Love Wave,Artist_74,EDM,Travel,0.911,0.331,0.111,114.85,92432,3
Light Wave Fire,Artist_269,Bollywood,Travel,0.615,0.958,0.81,61.68,85654,41
Night Sky,Artist_141,Indie,Romantic,0.412,0.823,0.761,195.68,179976,92
Sky Dance,Artist_186,Hip-Hop,Travel,0.934,0.662,0.82,134.53,153496,28
Night Dream,Artist_429,Bollywood,Sleep,0.048,0.163,0.19,168.29,202813,32
Heart Love,Artist_163,Rock,Workout,0.21,0.734,0.272,96.1,175526,39
Beat Light,Artist_157,Indie,Workout,0.566,0.727,0.296,164.53,287375,88
Night Heart Beat,Artist_38,Jazz,Party,0.616,0.425,0.508,139.4,194759,71
Love Dance,Artist_149,Bollywood,Workout,0.04,0.925,0.134,119.38,93794,63
Wave Dance Love,Artist_385,Hip-Hop,Party,0.403,0.167,0.385,195.89,284852,19
Fire Sky,Artist_2,Hip-Hop,Focus,0.649,0.267,0.182,129.14,210291,1
Heart Beat Sky,Artist_274,Classical,Party,0.698,0.063,0.265,152.04,312232,33
Beat Dance Sky,Artist_326,EDM,Travel,0.638,0.795,0.706,62.15,70769,33
Fire Beat,Artist_170,Country,Workout,0.321,0.622,0.855,102.2,79552,11
Sky Love Night,Artist_233,Indie,Chill,0.094,0.315,0.023,184.42,111186,60
Fire Dream Heart,Artist_316,Indie,Sleep,0.427,0.164,0.566,166.25,245409,87
Fire Dance Wave,Artist_468,Indie,Party,0.129,0.04,0.036,135.15,114302,28
Heart Dance,Artist_475,Jazz,Focus,0.948,0.167,0.085,186.02,327221,62
Dance Dream Light,Artist_438,Country,Romantic,0.475,0.453,0.705,128.07,208232,47
Fire Night Beat,Artist_488,Hip-Hop,Focus,0.317,0.247,0.736,139.31,84723,17
Love Dream,Artist_194,Classical,Workout,0.766,0.259,0.814,113.5,76019,74
Heart Light,Artist_78,Jazz,Travel,0.498,0.876,0.474,146.81,101006,72
Sky Dream Fire,Artist_84,Country,Travel,0.31,0.515,0.86,104.66,118611,9
Dream Sky,Artist_459,Hip-Hop,Sleep,0.812,0.729,0.167,113.97,250034,83
Beat Heart,Artist_295,Rock,Sleep,0.867,0.036,0.25,195.29,295875,8
Light Heart,Artist_181,Classical,Romantic,0.673,0.365,0.135,75.58,189677,59
Light Fire Beat,Artist_39,Bollywood,Workout,0.047,0.479,0.798,74.74,127200,69
Love Dance Fire,Artist_392,Hip-Hop,Romantic,0.566,0.186,0.229,66.06,197668,78
Sky Beat Dance,Artist_429,Hip-Hop,Party,0.763,0.12,0.156,104.81,334376,45
Beat Dream Night,Artist_54,Hip-Hop,Romantic,0.137,0.87,0.623,115.75,295696,33
Wave Heart Sky,Artist_325,Hip-Hop,Workout,0.229,0.939,0.077,73.23,158189,38
Dance Sky,Artist_1,Hip-Hop,Chill,0.882,0.079,0.045,136.88,78406,63
Beat Night,Artist_262,Country,Travel,0.02,0.349,0.107,141.66,181897,12
Love Heart Wave,Artist_160,Jazz,Focus,0.753,0.958,0.0,165.14,280283,67
Dream Night,Artist_270,Jazz,Travel,0.474,0.083,0.697,196.64,331523,29
Beat Light,Artist_219,Country,Romantic,0.447,0.644,0.562,146.71,325197,22
Sky Night,Artist_41,Rock,Romantic,0.007,0.972,0.21,75.63,151388,34
Sky Wave,Artist_19,Jazz,Workout,0.819,0.978,0.233,72.39,212310,70
Beat Love Sky,Artist_196,Country,Party,0.36,0.471,0.811,168.86,79338,99
Dance Wave,Artist_375,EDM,Focus,0.541,0.163,0.502,151.05,255081,39
Love Dream Light,Artist_397,Hip-Hop,Chill,0.677,0.202,0.699,82.67,68455,16
Sky Fire Light,Artist_213,Hip-Hop,Focus,0.703,0.89,0.453,95.47,187742,31
Dream Beat,Artist_383,Jazz,Romantic,0.956,0.912,0.238,165.03,347949,49
Love Beat Dream,Artist_23,EDM,Sleep,0.531,0.608,0.97,139.26,237367,44
Light Fire,Artist_379,Pop,Workout,0.4,0.766,0.566,141.9,177704,79
Beat Dance Light,Artist_338,Bollywood,Sleep,0.954,0.74,0.131,89.4,146053,46
Wave Beat,Artist_405,Hip-Hop,Romantic,0.642,0.662,0.406,148.07,81144,1
Beat Wave Night,Artist_31,Indie,Sleep,0.298,0.827,0.329,167.89,238149,44
Dream Heart,Artist_94,Pop,Romantic,0.126,0.685,0.214,183.94,318269,84
Fire Sky Dream,Artist_444,Classical,Workout,0.843,0.534,0.933,163.14,221109,87
Dream Wave,Artist_200,Pop,Romantic,0.362,0.237,0.881,140.69,343393,84
Fire Sky,Artist_457,Rock,Sleep,0.66,0.744,0.199,154.26,175160,96
Night Fire,Artist_4,Classical,Chill,0.471,0.473,0.352,127.92,353220,46
Beat Light Fire,Artist_152,Classical,Sleep,0.199,0.295,0.762,91.77,130210,89
Dance Heart Love,Artist_215,Rock,Romantic,0.602,0.802,0.209,183.51,97098,72
Dance Wave,Artist_303,Hip-Hop,Focus,0.061,0.697,0.592,134.57,304313,53
Heart Dream,Artist_10,Classical,Party,0.413,0.937,0.7,143.2,111293,33
Sky Beat Night,Artist_327,EDM,Romantic,0.547,0.165,0.654,198.62,120230,45
Sky Love Dream,Artist_54,Hip-Hop,Sleep,0.436,0.649,0.706,197.9,197404,64
Fire Heart,Artist_227,Hip-Hop,Romantic,0.749,0.244,0.707,142.08,125501,94
Dance Sky,Artist_135,Hip-Hop,Chill,0.828,0.904,0.965,64.75,80495,3
Heart Beat Sky,Artist_314,Classical,Focus,0.771,0.099,0.346,115.46,84939,24
Beat Love,Artist_338,EDM,Chill,0.039,0.656,0.879,191.22,82701,76
Light Beat,Artist_172,Bollywood,Focus,0.194,0.791,0.022,100.36,317993,31
Dance Dream,Artist_103,Indie,Romantic,0.537,0.355,0.288,199.9,262107,71
Fire Night Heart,Artist_262,Pop,Focus,0.935,0.954,0.049,71.8,251263,40
Wave Heart Light,Artist_425,Country,Workout,0.835,0.851,0.651,139.54,220278,81
Dream Dance,Artist_325,Jazz,Focus,0.843,0.295,0.101,132.16,214128,50
Beat Sky Night,Artist_320,Jazz,Travel,0.303,0.008,0.846,95.75,103129,74
Wave Love Light,Artist_55,EDM,Chill,0.429,0.297,0.647,192.8,195395,15
Light Heart,Artist_466,Pop,Focus,0.471,0.281,0.029,146.68,305973,21
Dream Heart,Artist_422,Classical,Focus,0.157,0.89,0.715,92.23,315264,21
Night Fire Sky,Artist_369,Bollywood,Travel,0.031,0.967,0.862,113.77,210676,60
Sky Light Beat,Artist_195,Hip-Hop,Focus,0.947,0.07,0.661,160.97,119799,93
Dream Wave Fire,Artist_457,Jazz,Workout,0.241,0.471,0.031,101.68,146547,65
Sky Dance,Artist_421,Jazz,Focus,0.24,0.548,0.858,183.14,325584,21
Fire Night,Artist_69,Indie,Travel,0.083,0.093,0.732,83.19,327296,55
Heart Sky Beat,Artist_462,Classical,Focus,0.929,0.377,0.378,97.03,184446,69
Heart Dance,Artist_160,Rock,Party,0.58,0.317,0.329,80.29,89345,79
Wave Fire Dream,Artist_143,EDM,Chill,0.667,0.536,0.48,74.59,181705,26
Night Wave Sky,Artist_38,Jazz,Romantic,0.912,0.661,0.867,102.04,331645,75
Light Wave Dance,Artist_494,EDM,Focus,0.346,0.703,0.252,199.89,293988,55
Fire Night Dream,Artist_13,Country,Travel,0.622,0.137,0.101,73.21,212278,85
Sky Love,Artist_214,Jazz,Travel,0.039,0.813,0.865,89.82,185044,46
Sky Fire Dance,Artist_200,Jazz,Romantic,0.187,0.679,0.026,98.03,238942,62
Beat Wave Night,Artist_321,Country,Travel,0.831,0.889,0.911,146.68,228204,70
Love Light,Artist_252,Indie,Party,0.767,0.449,0.306,164.35,107099,54
Light Love Wave,Artist_280,Country,Travel,0.351,0.894,0.508,165.27,240941,4
Light Dance,Artist_279,EDM,Sleep,0.377,0.866,0.132,61.21,183600,45
Night Sky,Artist_148,Rock,Chill,0.534,0.438,0.902,151.26,284418,85
Wave Night,Artist_164,Pop,Travel,0.0,0.381,0.75,148.3,63857,54
Night Wave Sky,Artist_241,EDM,Focus,0.241,0.933,0.924,132.47,357099,81
Beat Dance,Artist_448,Jazz,Romantic,0.208,0.715,0.683,113.09,267069,53
Dream Night Love,Artist_477,Pop,Workout,0.25,0.928,0.185,171.64,322924,95
Light Night Dance,Artist_114,Classical,Party,0.806,0.797,0.308,108.14,220635,44
Love Beat,Artist_435,EDM,Sleep,0.28,0.609,0.487,92.2,189611,87
Beat Sky Dream,Artist_424,Country,Party,0.192,0.116,0.607,103.41,77013,96
Dance Love Beat,Artist_76,Indie,Travel,0.504,0.291,0.926,121.55,65664,36
Dream Beat,Artist_466,EDM,Romantic,0.866,0.969,0.384,89.97,296997,34
Fire Night,Artist_39,EDM,Travel,0.241,0.319,0.703,145.06,345762,52
Sky Dream Fire,Artist_221,Pop,Romantic,0.079,0.093,0.961,183.79,300645,6
Beat Love,Artist_179,Country,Focus,0.356,0.708,0.152,143.36,158083,38
Dream Fire,Artist_29,Hip-Hop,Romantic,0.748,0.734,0.863,122.53,136854,86
Dream Light,Artist_448,EDM,Romantic,0.551,0.285,0.421,171.56,275422,33
Heart Wave Love,Artist_91,Indie,Travel,0.817,0.298,0.732,164.73,104102,75
Dream Wave Sky,Artist_467,Hip-Hop,Workout,0.96,0.469,0.294,111.39,150591,55
Night Sky,Artist_350,Jazz,Travel,0.793,0.022,0.334,144.58,339088,23
Love Beat,Artist_141,Hip-Hop,Travel,0.604,0.789,0.027,162.18,124933,44
Dance Love Night,Artist_79,Jazz,Party,0.493,0.317,0.971,94.36,253927,28
Night Sky Heart,Artist_460,Pop,Workout,0.04,0.854,0.813,111.28,336947,64
Love Night,Artist_109,Pop,Travel,0.984,0.803,0.094,74.81,267559,48
Beat Fire Light,Artist_397,Indie,Chill,0.383,0.661,1.0,198.28,288173,59
Dream Wave,Artist_269,Pop,Party,0.152,0.325,0.605,72.02,203480,83
Sky Love,Artist_293,Country,Party,0.667,0.516,0.854,83.6,94229,59
Heart Fire,Artist_100,Bollywood,Sleep,0.284,0.445,0.067,127.18,302414,43
Dream Wave,Artist_178,Rock,Chill,0.586,0.339,0.389,181.14,351604,43
Heart Beat,Artist_137,Country,Sleep,0.587,0.848,0.67,109.82,89796,77
Love Night,Artist_381,Bollywood,Focus,0.446,0.484,0.106,167.6,66825,13
Night Wave,Artist_131,Classical,Sleep,0.836,0.833,0.489,154.64,100822,72
Sky Light,Artist_434,Country,Sleep,0.265,0.105,0.443,149.41,238075,43
Fire Wave Night,Artist_428,Classical,Focus,0.449,0.141,0.216,178.3,303495,13
Fire Dream,Artist_8,Bollywood,Workout,0.538,0.977,0.3,61.98,285932,35
Dream Light Beat,Artist_236,Indie,Party,0.664,0.588,0.967,190.08,279779,91
Fire Dream,Artist_40,Classical,Workout,0.784,0.51,0.289,176.09,99231,11
Wave Sky,Artist_410,Indie,Sleep,0.395,0.523,0.213,191.3,335279,21
Beat Sky Heart,Artist_35,EDM,Romantic,0.646,0.215,0.536,171.1,271641,72
Fire Sky,Artist_329,Hip-Hop,Sleep,0.151,0.719,0.671,183.0,250294,26
Light Beat,Artist_474,Rock,Focus,0.933,0.085,0.725,88.43,89838,94
Sky Dance Beat,Artist_8,Classical,Party,0.383,0.573,0.754,104.69,115132,86
Dream Sky,Artist_352,Country,Party,0.73,0.571,0.037,104.13,205763,50
Beat Fire Sky,Artist_238,Jazz,Workout,0.02,0.914,0.394,75.28,169438,49
Love Heart,Artist_388,EDM,Party,0.205,0.526,0.774,162.14,69806,74
Beat Dance,Artist_88,Bollywood,Focus,0.487,0.137,0.905,79.06,353732,90
Fire Sky Heart,Artist_316,EDM,Chill,0.878,0.573,0.602,67.35,198594,91
Wave Dance,Artist_265,Pop,Party,0.527,0.091,0.052,168.56,110214,86
Heart Beat,Artist_192,Country,Party,0.93,0.204,0.397,186.65,157828,13
Heart Dream,Artist_13,Bollywood,Sleep,0.484,0.031,0.074,166.98,316424,39
Beat Heart Light,Artist_87,Hip-Hop,Sleep,0.49,0.513,0.749,175.55,197006,55
Sky Dance,Artist_125,Hip-Hop,Romantic,0.12,0.085,0.064,143.39,294798,7
Dream Heart Fire,Artist_339,Indie,Workout,0.803,0.469,0.186,184.28,150978,43
Wave Beat,Artist_338,Pop,Romantic,0.247,0.933,0.417,129.54,263862,42
Sky Night Wave,Artist_14,Hip-Hop,Travel,0.9,0.72,0.463,198.37,261464,58
Heart Fire Light,Artist_178,EDM,Sleep,0.911,0.077,0.406,74.48,145449,12
Wave Heart Dream,Artist_328,Hip-Hop,Sleep,0.943,0.224,0.463,173.29,243134,13
Dance Sky Beat,Artist_477,EDM,Travel,0.52,0.674,0.713,149.79,237558,12
Heart Fire Wave,Artist_384,Classical,Sleep,0.677,0.895,0.369,141.29,240827,76
Light Beat,Artist_16,Rock,Travel,0.779,0.033,0.548,161.61,106508,38
Wave Light,Artist_431,Rock,Romantic,0.131,0.812,0.303,177.64,315694,3
Fire Dream Sky,Artist_218,Pop,Romantic,0.601,0.562,0.354,180.8,235335,72
Beat Dance,Artist_223,EDM,Travel,0.034,0.546,0.614,84.55,290195,62
Sky Night,Artist_228,EDM,Sleep,0.498,0.958,0.49,87.59,201735,31
Dance Night Dream,Artist_49,Bollywood,Focus,0.155,0.748,0.723,62.26,71662,77
Beat Fire Light,Artist_130,Hip-Hop,Focus,0.183,0.85,0.561,78.46,140752,72
Sky Fire Wave,Artist_277,Classical,Romantic,0.365,0.354,0.804,96.94,259620,37
Light Heart Beat,Artist_174,Rock,Romantic,0.432,0.554,0.443,160.95,308715,24
Wave Love,Artist_120,Hip-Hop,Travel,0.623,0.615,0.491,126.61,309208,92
Night Beat Dream,Artist_477,Bollywood,Party,0.074,0.322,0.67,166.11,164722,68
Wave Dance Fire,Artist_114,Bollywood,Sleep,0.504,0.57,0.221,128.12,216249,64
Beat Night,Artist_337,Indie,Workout,0.183,0.237,0.386,137.78,208765,16
Fire Light Night,Artist_102,Bollywood,Workout,0.574,0.143,0.625,75.55,290747,18
Beat Light,Artist_398,Country,Chill,0.637,0.374,0.029,168.72,77396,68
Dance Night,Artist_63,Pop,Romantic,0.557,0.739,0.437,166.14,255315,40
Fire Love,Artist_256,Classical,Workout,0.738,0.916,0.599,103.06,348574,58
Fire Dance Dream,Artist_392,Pop,Romantic,0.336,0.458,0.967,106.0,326189,97
Love Dance Dream,Artist_42,EDM,Chill,0.765,0.643,0.877,90.76,258231,45
Night Sky,Artist_131,Bollywood,Romantic,0.433,0.103,0.281,173.94,184019,53
Dance Light Love,Artist_234,Classical,Focus,0.484,0.904,0.507,164.58,248856,27
Beat Sky,Artist_295,Indie,Workout,0.648,0.569,0.056,145.28,339895,36
Night Dream,Artist_390,Pop,Focus,0.018,0.78,0.241,93.44,322730,68
Sky Beat,Artist_163,Jazz,Party,0.654,0.794,0.775,84.06,175066,13
Wave Sky,Artist_183,Jazz,Sleep,0.619,0.256,0.123,67.04,103401,51
Beat Dream Heart,Artist_131,Bollywood,Travel,0.31,0.529,0.258,66.39,293322,48
Dream Wave Beat,Artist_377,Classical,Workout,0.086,0.96,0.944,86.2,178035,60
Heart Beat Fire,Artist_415,Hip-Hop,Party,0.091,0.09,0.824,74.07,318751,78
Wave Night,Artist_34,Classical,Chill,0.923,0.683,0.782,137.86,281141,70
Dream Sky Love,Artist_88,EDM,Workout,0.689,0.962,0.865,110.13,150210,51
Beat Sky,Artist_289,Jazz,Workout,0.127,0.301,0.75,122.29,75218,14
Night Dream,Artist_471,Hip-Hop,Chill,0.357,0.861,0.121,143.17,201723,43
Beat Sky Dance,Artist_410,Pop,Party,0.592,0.934,0.517,152.27,183293,3
Wave Beat,Artist_444,Bollywood,Sleep,0.836,0.747,0.444,150.75,119717,25
Love Beat Fire,Artist_283,EDM,Romantic,0.044,0.231,0.311,96.52,119129,34
Heart Fire,Artist_356,Classical,Sleep,0.237,0.334,0.834,173.35,138246,70
Love Night,Artist_85,Jazz,Travel,0.89,0.036,0.464,188.48,189674,56
Night Dream Heart,Artist_150,Hip-Hop,Sleep,0.009,0.831,0.06,104.23,122116,65
Night Beat,Artist_386,Bollywood,Romantic,0.201,0.85,0.275,62.39,170079,60
Wave Sky,Artist_389,Rock,Sleep,0.959,0.633,0.229,185.88,302379,48
Night Fire,Artist_297,Classical,Party,0.613,0.353,0.887,189.3,303612,72
Fire Sky,Artist_92,Jazz,Chill,0.262,0.077,0.647,67.13,140481,81
Fire Dance Beat,Artist_81,Classical,Romantic,0.067,0.753,0.56,60.69,207793,77
Fire Sky Night,Artist_3,Pop,Travel,0.028,0.727,0.507,174.3,260949,19
Love Light Sky,Artist_421,Jazz,Chill,0.245,0.913,0.65,102.2,79814,35
Love Night,Artist_401,Indie,Romantic,0.881,0.731,0.755,188.04,308025,97
Dance Fire Love,Artist_93,Rock,Travel,0.416,0.829,0.554,90.34,352451,33
Sky Light,Artist_260,EDM,Sleep,0.72,0.746,0.938,180.56,326812,42
Night Beat,Artist_491,Hip-Hop,Workout,0.918,0.631,0.977,69.61,88199,54
Sky Night,Artist_344,Classical,Party,0.408,0.427,0.995,96.49,147610,39
Love Sky,Artist_462,Jazz,Workout,0.191,0.902,0.669,196.24,310829,64
Love Dream,Artist_282,Rock,Party,0.517,0.651,0.933,92.37,286220,38
Beat Night Wave,Artist_37,Pop,Focus,0.908,0.398,0.404,78.62,155454,38
Night Love,Artist_183,Rock,Chill,0.804,0.083,0.86,179.99,273199,73
Sky Dream,Artist_403,EDM,Party,0.066,0.291,0.909,76.49,290569,52
Fire Sky,Artist_335,Bollywood,Focus,0.693,0.544,0.904,73.64,254762,47
Sky Light Wave,Artist_93,Country,Romantic,0.572,0.276,0.831,105.28,241413,65
Love Fire,Artist_25,Jazz,Focus,0.907,0.221,0.407,148.95,310424,42
Fire Night Beat,Artist_261,Pop,Travel,0.122,0.527,0.159,159.5,149483,55
Dance Night,Artist_301,EDM,Travel,0.534,0.17,0.334,183.37,207881,59
Wave Night Fire,Artist_441,Jazz,Chill,0.879,0.8,0.767,135.73,75806,66
Love Night Heart,Artist_349,Rock,Sleep,0.41,0.484,0.233,115.08,186457,74
Night Wave Dance,Artist_182,Hip-Hop,Party,0.482,0.574,0.478,110.24,65029,54
Fire Dream,Artist_72,Hip-Hop,Sleep,0.07,0.147,0.565,178.57,327208,51
Wave Sky,Artist_57,EDM,Focus,0.278,0.325,0.604,161.33,158872,23
Dream Sky,Artist_433,Hip-Hop,Sleep,0.325,0.41,0.936,186.76,109382,73
Love Dream Night,Artist_226,Bollywood,Chill,0.945,0.808,0.661,194.96,224834,11
Night Wave Dream,Artist_447,Classical,Chill,0.283,0.77,0.786,102.01,190291,36
Sky Heart Dream,Artist_201,Indie,Focus,0.461,0.223,0.582,134.15,299224,56
Night Fire Beat,Artist_281,Classical,Travel,0.671,0.616,0.834,148.45,189945,42
Light Heart Dance,Artist_2,Indie,Chill,0.162,0.243,0.264,82.94,111777,99
Sky Beat Fire,Artist_62,Country,Focus,0.486,0.988,0.21,67.47,254583,13
Fire Light,Artist_498,Indie,Chill,0.739,0.952,0.926,181.49,270893,83
Love Dance,Artist_418,Pop,Chill,0.867,0.563,0.693,134.97,66041,99
Wave Night Beat,Artist_81,Bollywood,Workout,0.626,0.699,0.672,139.91,355497,52
Wave Sky,Artist_214,Indie,Romantic,0.669,0.801,0.467,137.69,60421,30
Fire Dream,Artist_311,Bollywood,Travel,0.126,0.721,0.377,165.69,102273,82
Heart Sky,Artist_221,Classical,Romantic,0.946,0.7,0.556,80.37,143233,12
Night Fire,Artist_86,Classical,Workout,0.133,0.959,0.121,145.97,122482,76
Heart Fire,Artist_172,Hip-Hop,Chill,0.775,0.596,0.455,125.73,211298,21
Love Beat Light,Artist_495,Country,Party,0.265,0.636,0.455,185.57,205011,12
Beat Night,Artist_24,Bollywood,Party,0.934,0.849,0.538,132.75,345049,62
Light Sky Heart,Artist_436,Jazz,Sleep,0.72,0.67,0.635,192.01,135466,92
Dream Heart Wave,Artist_168,Pop,Party,0.754,0.733,0.957,109.46,225506,93
Sky Night Love,Artist_389,Indie,Party,0.219,0.234,0.652,195.37,187103,39
Heart Sky,Artist_30,Pop,Focus,0.443,0.371,0.884,182.52,329101,44
Night Dance Sky,Artist_245,Indie,Travel,0.618,0.147,0.556,141.8,123425,4
Beat Wave Sky,Artist_378,Country,Romantic,0.77,0.506,0.627,109.52,330850,31
Love Wave,Artist_117,Rock,Party,0.104,0.456,0.07,112.63,252928,24
Night Heart Beat,Artist_365,Pop,Sleep,0.962,0.997,0.133,168.19,348137,42
Heart Beat Fire,Artist_70,Rock,Chill,0.89,0.611,0.58,141.29,114324,49
Heart Light Sky,Artist_143,Pop,Sleep,0.27,0.786,0.396,116.22,316677,82
Dream Dance,Artist_384,Rock,Chill,0.823,0.334,0.799,149.05,299764,90
Dance Dream,Artist_471,Hip-Hop,Sleep,0.518,0.832,0.543,162.65,111166,20
Beat Dream Heart,Artist_308,Classical,Workout,0.462,0.615,0.882,63.21,73906,8
Heart Love Sky,Artist_33,Classical,Travel,0.314,0.697,0.972,72.58,349635,33
Love Dance Wave,Artist_119,Country,Workout,0.581,0.294,0.148,73.23,310578,68
Night Sky,Artist_455,Pop,Sleep,0.73,0.549,0.395,92.47,270285,38
Night Fire Love,Artist_308,EDM,Romantic,0.411,0.634,0.665,119.78,89535,86
Light Beat Dream,Artist_152,Bollywood,Party,0.629,0.589,0.305,172.51,249234,36
Love Light Dance,Artist_123,Classical,Party,0.699,0.915,0.267,109.15,291065,48
Love Wave,Artist_28,Hip-Hop,Romantic,0.711,0.898,0.814,62.45,229522,95
Beat Light Love,Artist_127,Rock,Focus,0.052,0.971,0.98,127.67,266272,8
Night Dance Dream,Artist_419,Rock,Romantic,0.86,0.667,0.774,199.53,129794,73
Love Dance,Artist_494,Country,Focus,0.458,0.972,0.524,108.86,121905,82
Dream Fire Night,Artist_353,Indie,Workout,0.262,0.832,0.443,194.58,277599,99
Heart Dream,Artist_385,Classical,Focus,0.242,0.271,0.54,74.19,331506,60
Fire Dream,Artist_87,Pop,Focus,0.483,0.427,0.463,84.23,205327,24
Dream Wave,Artist_188,Pop,Sleep,0.887,0.238,0.503,161.38,300795,17
Sky Love,Artist_24,Classical,Travel,0.378,0.004,0.203,130.17,349282,65
Dance Heart Dream,Artist_380,Classical,Travel,0.75,0.188,0.904,167.12,202847,39
Heart Sky,Artist_387,Rock,Chill,0.097,0.004,0.755,180.9,186220,79
Love Sky,Artist_87,Pop,Workout,0.476,0.72,0.681,95.15,66950,55
Love Light,Artist_250,Pop,Sleep,0.992,0.426,0.95,155.6,172919,77
Dance Night Fire,Artist_129,Indie,Focus,0.77,0.313,0.284,145.06,119868,87
Night Wave Fire,Artist_308,Hip-Hop,Romantic,0.211,0.762,0.081,180.61,315094,93
Love Heart Fire,Artist_204,Jazz,Workout,0.501,0.832,0.826,120.21,71826,61
Dance Dream Light,Artist_417,Rock,Romantic,0.234,0.975,0.998,67.26,244793,31
Love Beat,Artist_78,Classical,Romantic,0.41,0.642,0.578,140.39,172851,28
Night Heart Dance,Artist_404,Hip-Hop,Workout,0.78,0.462,0.059,194.24,261431,32
Wave Dance,Artist_499,Pop,Travel,0.771,0.305,0.78,62.05,289963,7
Love Dream,Artist_123,Classical,Sleep,0.228,0.222,0.074,93.64,76366,78
Night Love,Artist_288,Jazz,Travel,0.922,0.213,0.54,104.25,174379,14
Night Sky Heart,Artist_118,Pop,Romantic,0.593,0.409,0.278,167.22,306949,96
Sky Night,Artist_259,Bollywood,Romantic,0.38,0.992,0.915,105.26,263523,73
Dream Light Night,Artist_492,Classical,Travel,0.502,0.001,0.451,93.47,334640,54
Sky Dance Beat,Artist_145,Pop,Travel,0.605,0.197,0.898,150.8,92804,70
Sky Dream Love,Artist_152,Classical,Travel,0.56,0.188,0.299,66.5,331493,51
Night Light,Artist_25,Rock,Sleep,0.486,0.717,0.387,83.88,124135,79
Love Beat,Artist_389,Hip-Hop,Sleep,0.505,0.352,0.947,117.12,345843,30
Heart Dance,Artist_468,Rock,Sleep,0.176,0.457,0.201,109.78,217068,30
Fire Dance,Artist_477,Pop,Romantic,0.813,0.149,0.579,108.6,317275,16
Dream Night,Artist_486,Indie,Sleep,0.542,0.405,0.389,75.2,330842,23
Wave Dance,Artist_499,Pop,Sleep,0.131,0.103,0.774,110.52,86190,31
Fire Beat Love,Artist_497,Classical,Sleep,0.766,0.533,0.129,171.72,105885,12
Heart Light Wave,Artist_348,Jazz,Party,0.932,0.098,0.437,117.94,323116,85
Dance Heart Sky,Artist_430,Rock,Focus,0.947,0.791,0.699,142.06,270286,3
Light Sky,Artist_119,Pop,Focus,0.369,0.567,0.407,82.9,281633,67
Wave Love,Artist_247,EDM,Focus,0.136,0.724,0.059,69.76,138457,38
Wave Beat Love,Artist_329,EDM,Workout,0.518,0.419,0.705,183.19,158515,86
Heart Dream Beat,Artist_202,Pop,Focus,0.113,0.381,0.503,106.39,92006,85
Beat Night,Artist_182,Jazz,Workout,0.934,0.098,0.011,109.05,115572,16
Beat Heart,Artist_132,Rock,Romantic,0.184,0.524,0.613,182.88,151176,82
Dance Fire Light,Artist_108,EDM,Romantic,0.253,0.515,0.92,159.09,77830,4
Sky Heart Dance,Artist_306,Country,Party,0.407,0.468,0.111,165.88,177704,20
Night Beat,Artist_300,Country,Workout,0.383,0.741,0.591,155.48,274524,45
Dream Dance Beat,Artist_304,Indie,Workout,0.795,0.833,0.729,74.81,243177,13
Fire Beat,Artist_137,Country,Sleep,0.456,0.751,0.071,194.12,124030,95
Sky Light,Artist_80,EDM,Workout,0.171,0.144,0.023,187.28,324551,2
Dream Heart,Artist_432,Pop,Chill,0.267,0.622,0.464,93.07,325449,94
Love Light,Artist_375,Bollywood,Travel,0.509,0.08,0.791,172.56,91653,31
Fire Dance Beat,Artist_288,Bollywood,Sleep,0.147,0.695,0.161,117.32,346593,28
Wave Beat,Artist_388,Pop,Party,0.612,0.382,0.837,155.73,225196,73
Sky Wave Dance,Artist_183,Bollywood,Focus,0.566,0.132,0.657,83.18,287996,59
Dream Heart Love,Artist_378,Indie,Travel,0.715,0.862,0.332,135.4,297035,11
Dream Fire Wave,Artist_269,EDM,Chill,0.938,0.614,0.516,77.73,209709,35
